usage_id	host_ip	proxy	domain	"time"
6635	10.148.128.4	194.176.105.58	158.119.147.11	10.148.128.4	2011-04-15 11:11:43.335865
6636	10.148.128.4	194.176.105.56	158.119.147.11	10.148.128.4	2011-04-15 11:12:05.594214
6637	10.148.128.4	194.176.105.40	158.119.147.11	10.148.128.4	2011-04-15 13:26:22.984464
6638	10.148.128.4	194.176.105.58	158.119.147.11	10.148.128.4	2011-04-15 13:26:54.840302
6639	10.148.128.4	194.176.105.40	158.119.147.11	10.148.128.4	2011-04-15 13:28:09.017658
6640	10.148.128.4	194.176.105.42	158.119.147.11	10.148.128.4	2011-04-15 13:29:12.083874
6641	10.148.128.4	194.176.105.42	158.119.147.11	10.148.128.4	2011-04-15 13:29:38.111716
6642	10.148.128.4	194.176.105.40	158.119.147.11	10.148.128.4	2011-04-15 13:30:52.694411
6643	10.148.128.4	194.176.105.46	158.119.147.11	10.148.128.4	2011-04-15 13:31:20.203036
6644	10.148.128.4	194.176.105.47	158.119.147.11	10.148.128.4	2011-04-15 14:10:59.999
6645	10.148.128.4	194.176.105.46	158.119.147.11	10.148.128.4	2011-04-15 14:11:53.053655
6646	10.148.128.4	194.176.105.47	158.119.147.11	10.148.128.4	2011-04-15 14:11:54.447572
6647	10.148.128.4	194.176.105.46	158.119.147.11	10.148.128.4	2011-04-15 14:11:57.691279
6648	10.148.128.4	194.176.105.52	158.119.147.11	10.148.128.4	2011-04-15 14:12:57.48123
6649	10.148.128.4	194.176.105.52	158.119.147.11	10.148.128.4	2011-04-15 14:13:38.437693
6650	10.148.128.4	194.176.105.54	158.119.147.11	10.148.128.4	2011-04-15 14:15:58.032343
6651	10.148.128.4	194.176.105.52	158.119.147.11	10.148.128.4	2011-04-15 14:16:33.124872
6652	10.148.128.4	194.176.105.52	158.119.147.11	10.148.128.4	2011-04-15 14:17:21.743602
6653	10.148.128.4	194.176.105.47	158.119.147.11	10.148.128.4	2011-04-15 14:18:17.71629
6654	10.148.128.4	194.176.105.38	158.119.147.11	10.148.128.4	2011-04-15 14:18:57.998017
6655	10.148.128.4	194.176.105.42	158.119.147.11	10.148.128.4	2011-04-15 16:07:50.579779
6656	10.148.128.4	194.176.105.36	158.119.147.11	10.148.128.4	2011-04-15 16:08:57.65558
6657	172.16.7.128	200.228.1.132	158.119.147.11	172.16.7.128	2011-04-15 16:09:02.184531
6658	10.148.128.4	194.176.105.56	158.119.147.11	10.148.128.4	2011-04-15 16:09:51.879385
6659	10.148.128.4	194.176.105.56	158.119.147.11	10.148.128.4	2011-04-15 16:10:57.231274
6660	128.208.229.43	158.119.147.11	D-128-208-229-43.dhcp4.washington.edu	2011-04-15 22:30:38.069652
6661	128.208.229.43	158.119.147.11	D-128-208-229-43.dhcp4.washington.edu	2011-04-18 16:54:36.570044
6662	128.208.229.43	158.119.147.11	D-128-208-229-43.dhcp4.washington.edu	2011-04-18 16:55:01.511226
6663	128.208.229.43	158.119.147.11	D-128-208-229-43.dhcp4.washington.edu	2011-04-18 17:52:08.662848
6664	128.208.229.43	158.119.147.11	D-128-208-229-43.dhcp4.washington.edu	2011-04-18 19:25:26.919948
6665	128.208.229.43	158.119.147.11	D-128-208-229-43.dhcp4.washington.edu	2011-04-18 19:26:53.479888
6666	95.28.24.185	158.119.147.11	95-28-24-185.broadband.corbina.ru	2011-04-20 23:26:18.135628
6667	124.124.235.58	158.119.147.11	124.124.235.58	2011-04-21 11:57:32.037136
6668	124.124.235.58	158.119.147.11	124.124.235.58	2011-04-21 11:59:01.176362
6669	10.100.188.36	139.18.235.208	158.119.147.11	10.100.188.36	2011-04-21 13:53:52.581084
6670	10.100.188.36	139.18.235.208	158.119.147.11	10.100.188.36	2011-04-21 14:18:48.21418
6671	10.100.188.36	139.18.235.208	158.119.147.11	10.100.188.36	2011-04-21 14:20:08.989139
6672	10.100.188.36	139.18.235.208	158.119.147.11	10.100.188.36	2011-04-21 14:32:35.890479
6673	10.100.188.36	139.18.235.208	158.119.147.11	10.100.188.36	2011-04-21 14:33:12.675086
6674	10.100.188.36	139.18.235.208	158.119.147.11	10.100.188.36	2011-04-21 14:34:29.194067
6675	10.100.188.36	139.18.235.208	158.119.147.11	10.100.188.36	2011-04-21 14:35:12.794779
6676	10.100.188.36	139.18.235.208	158.119.147.11	10.100.188.36	2011-04-21 14:36:28.672229
6677	10.100.188.36	139.18.235.208	158.119.147.11	10.100.188.36	2011-04-21 14:36:47.039419
6678	10.100.188.36	139.18.235.208	158.119.147.11	10.100.188.36	2011-04-21 14:38:13.484997
6679	10.100.188.36	139.18.235.208	158.119.147.11	10.100.188.36	2011-04-21 14:40:33.022211
6680	187.38.251.7	158.119.147.11	bb26fb07.virtua.com.br	2011-04-21 21:03:28.28251
6681	128.208.229.43	158.119.147.11	D-128-208-229-43.dhcp4.washington.edu	2011-04-21 23:51:31.687211
6682	115.240.42.222	158.119.147.11	115.240.42.222	2011-04-25 10:08:29.907246
6683	115.240.42.222	158.119.147.11	115.240.42.222	2011-04-25 10:10:05.635484
6684	172.16.7.128	200.228.1.132	158.119.147.11	172.16.7.128	2011-04-27 01:34:41.452068
6685	172.16.7.128	200.228.1.132	158.119.147.11	172.16.7.128	2011-04-27 01:35:54.866954
6686	172.16.7.128	200.228.1.132	158.119.147.11	172.16.7.128	2011-04-27 14:32:33.773112
6687	172.16.7.128	200.228.1.132	158.119.147.11	172.16.7.128	2011-04-28 22:47:02.11167
6688	172.16.7.128	200.228.1.132	158.119.147.11	172.16.7.128	2011-04-28 22:50:56.367657
6689	193.246.191.123	158.119.147.11	nat-pool03.ti.ch	2011-05-02 11:23:32.450109
6690	193.246.191.123	158.119.147.11	nat-pool03.ti.ch	2011-05-02 11:24:43.671204
6691	193.246.191.123	158.119.147.11	nat-pool03.ti.ch	2011-05-02 11:28:58.681334
6692	193.246.191.123	158.119.147.11	nat-pool03.ti.ch	2011-05-02 11:30:42.810482
6693	193.246.191.123	158.119.147.11	nat-pool03.ti.ch	2011-05-02 11:31:28.756685
6694	193.246.191.123	158.119.147.11	nat-pool03.ti.ch	2011-05-02 11:33:12.085338
6695	124.124.235.58	158.119.147.11	124.124.235.58	2011-05-03 04:45:17.312352
6696	124.124.235.58	158.119.147.11	124.124.235.58	2011-05-03 04:48:07.1907
6697	222.181.181.208	158.119.147.11	222.181.181.208	2011-05-03 06:29:18.296521
6698	10.148.128.4	194.176.105.43	158.119.147.11	10.148.128.4	2011-05-04 11:46:27.176938
6699	10.148.128.4	194.176.105.45	158.119.147.11	10.148.128.4	2011-05-04 11:48:03.943238
6700	146.232.194.216	146.232.65.6	158.119.147.11	tyg410703.tyg.sun.ac.za	2011-05-06 09:36:27.395797
6701	10.148.128.4	194.176.105.51	158.119.147.11	10.148.128.4	2011-05-06 09:37:12.465819
6702	10.148.128.4	194.176.105.47	158.119.147.11	10.148.128.4	2011-05-06 09:38:14.482189
6703	146.232.194.216	146.232.65.6	158.119.147.11	tyg410703.tyg.sun.ac.za	2011-05-06 09:38:19.300991
6704	146.232.194.216	146.232.65.6	158.119.147.11	tyg410703.tyg.sun.ac.za	2011-05-06 09:39:35.270571
6705	10.148.128.4	194.176.105.43	158.119.147.11	10.148.128.4	2011-05-06 09:39:47.427629
6706	10.148.128.4	194.176.105.53	158.119.147.11	10.148.128.4	2011-05-06 09:40:44.828334
6707	146.232.194.216	146.232.65.6	158.119.147.11	tyg410703.tyg.sun.ac.za	2011-05-06 09:41:38.118531
6708	10.148.128.4	194.176.105.47	158.119.147.11	10.148.128.4	2011-05-06 09:41:40.780896
6709	10.148.128.4	194.176.105.45	158.119.147.11	10.148.128.4	2011-05-06 09:42:39.305426
6710	10.148.128.4	194.176.105.47	158.119.147.11	10.148.128.4	2011-05-06 09:43:25.514226
6711	10.148.128.4	194.176.105.35	158.119.147.11	10.148.128.4	2011-05-06 09:44:04.74802
6712	10.148.128.4	194.176.105.47	158.119.147.11	10.148.128.4	2011-05-06 09:44:58.845146
6713	10.148.128.4	194.176.105.37	158.119.147.11	10.148.128.4	2011-05-06 09:46:03.195823
6714	10.148.128.4	194.176.105.57	158.119.147.11	10.148.128.4	2011-05-06 09:46:55.505096
6715	10.148.128.4	194.176.105.37	158.119.147.11	10.148.128.4	2011-05-06 09:48:00.708426
6716	10.148.128.4	194.176.105.45	158.119.147.11	10.148.128.4	2011-05-06 09:48:58.166475
6717	10.148.128.4	194.176.105.41	158.119.147.11	10.148.128.4	2011-05-06 09:50:04.115802
6718	10.148.128.4	194.176.105.39	158.119.147.11	10.148.128.4	2011-05-06 09:50:31.584574
6719	10.148.128.4	194.176.105.57	158.119.147.11	10.148.128.4	2011-05-06 09:50:52.386673
6720	10.148.128.4	194.176.105.39	158.119.147.11	10.148.128.4	2011-05-06 09:51:25.441637
6721	10.148.128.4	194.176.105.51	158.119.147.11	10.148.128.4	2011-05-06 09:53:31.848616
6722	10.148.128.4	194.176.105.39	158.119.147.11	10.148.128.4	2011-05-06 09:54:14.492098
6723	10.148.128.4	194.176.105.49	158.119.147.11	10.148.128.4	2011-05-06 09:54:44.754611
6724	10.148.128.4	194.176.105.43	158.119.147.11	10.148.128.4	2011-05-06 09:55:08.841639
6725	10.148.128.4	194.176.105.51	158.119.147.11	10.148.128.4	2011-05-06 09:56:26.221053
6726	10.148.128.4	194.176.105.49	158.119.147.11	10.148.128.4	2011-05-06 09:57:19.695414
6727	10.148.128.4	194.176.105.43	158.119.147.11	10.148.128.4	2011-05-06 09:58:17.129459
6728	10.148.128.4	194.176.105.41	158.119.147.11	10.148.128.4	2011-05-06 09:58:38.546372
6729	10.148.128.4	194.176.105.37	158.119.147.11	10.148.128.4	2011-05-06 09:59:06.777914
6730	10.148.128.4	194.176.105.53	158.119.147.11	10.148.128.4	2011-05-06 09:59:22.515584
6731	10.148.128.4	194.176.105.43	158.119.147.11	10.148.128.4	2011-05-06 09:59:41.269808
6732	10.148.128.4	194.176.105.43	158.119.147.11	10.148.128.4	2011-05-06 09:59:57.589313
6733	10.148.128.4	194.176.105.35	158.119.147.11	10.148.128.4	2011-05-06 10:00:17.106219
6734	10.148.128.4	194.176.105.35	158.119.147.11	10.148.128.4	2011-05-06 10:00:48.330549
6735	10.148.128.4	194.176.105.53	158.119.147.11	10.148.128.4	2011-05-06 10:01:46.717082
6736	10.148.128.4	194.176.105.43	158.119.147.11	10.148.128.4	2011-05-06 10:03:06.723093
6737	10.148.128.4	194.176.105.55	158.119.147.11	10.148.128.4	2011-05-06 10:04:01.788765
6738	10.148.128.4	194.176.105.47	158.119.147.11	10.148.128.4	2011-05-06 10:04:57.8342
6739	10.148.128.4	194.176.105.37	158.119.147.11	10.148.128.4	2011-05-06 10:06:12.941752
6740	10.148.128.4	194.176.105.39	158.119.147.11	10.148.128.4	2011-05-06 10:07:35.742233
6741	10.148.128.4	194.176.105.37	158.119.147.11	10.148.128.4	2011-05-06 10:08:32.193652
6742	10.148.128.4	194.176.105.37	158.119.147.11	10.148.128.4	2011-05-06 10:08:52.418848
6743	10.148.128.4	194.176.105.57	158.119.147.11	10.148.128.4	2011-05-06 10:09:11.694544
6744	10.148.128.4	194.176.105.57	158.119.147.11	10.148.128.4	2011-05-06 10:16:57.96283
6745	10.148.128.4	194.176.105.57	158.119.147.11	10.148.128.4	2011-05-06 10:17:17.687196
6746	10.148.128.4	194.176.105.43	158.119.147.11	10.148.128.4	2011-05-06 10:17:41.670609
6747	10.148.128.4	194.176.105.43	158.119.147.11	10.148.128.4	2011-05-06 10:18:12.61468
6748	10.148.128.4	194.176.105.37	158.119.147.11	10.148.128.4	2011-05-06 10:18:33.205005
6749	10.148.128.4	194.176.105.45	158.119.147.11	10.148.128.4	2011-05-06 10:18:49.937024
6750	10.148.128.4	194.176.105.55	158.119.147.11	10.148.128.4	2011-05-06 10:19:12.286167
6751	10.148.128.4	194.176.105.45	158.119.147.11	10.148.128.4	2011-05-06 10:19:30.758008
6752	10.148.128.4	194.176.105.37	158.119.147.11	10.148.128.4	2011-05-06 10:20:28.978854
6753	10.148.128.4	194.176.105.51	158.119.147.11	10.148.128.4	2011-05-06 10:21:00.970245
6754	10.148.128.4	194.176.105.45	158.119.147.11	10.148.128.4	2011-05-06 10:21:21.047289
6755	10.148.128.4	194.176.105.39	158.119.147.11	10.148.128.4	2011-05-06 10:21:42.136151
6756	10.148.128.4	194.176.105.37	158.119.147.11	10.148.128.4	2011-05-06 10:22:07.119281
6757	10.148.128.4	194.176.105.35	158.119.147.11	10.148.128.4	2011-05-06 10:22:26.293218
6758	10.148.128.4	194.176.105.49	158.119.147.11	10.148.128.4	2011-05-06 10:22:47.950696
6759	10.148.128.4	194.176.105.41	158.119.147.11	10.148.128.4	2011-05-06 10:23:06.887743
6760	10.148.128.4	194.176.105.55	158.119.147.11	10.148.128.4	2011-05-06 10:23:26.52767
6761	10.148.128.4	194.176.105.45	158.119.147.11	10.148.128.4	2011-05-06 10:23:54.037258
6762	10.148.128.4	194.176.105.41	158.119.147.11	10.148.128.4	2011-05-06 10:24:57.133161
6763	146.232.194.216	146.232.65.6	158.119.147.11	tyg410703.tyg.sun.ac.za	2011-05-06 10:36:33.014708
6764	10.148.128.4	194.176.105.43	158.119.147.11	10.148.128.4	2011-05-06 11:36:06.230358
6765	115.240.98.41	158.119.147.11	115.240.98.41	2011-05-07 09:54:29.816853
6766	115.240.98.41	158.119.147.11	115.240.98.41	2011-05-07 09:56:29.190365
6767	182.71.117.250	158.119.147.11	NSG-Static-250.117.71.182.airtel.in	2011-05-07 14:39:22.667958
6768	182.71.117.250	158.119.147.11	NSG-Static-250.117.71.182.airtel.in	2011-05-07 14:42:22.532741
6769	212.113.37.106	158.119.147.11	212.113.37.106	2011-05-08 06:47:18.460504
6770	199.19.249.196	158.119.147.11	199.19.249.196	2011-05-08 06:47:18.48988
6771	82.94.176.141	158.119.147.11	ukspider1.wise-guys.nl	2011-05-08 23:01:34.92878
6772	172.16.5.226	200.228.1.132	158.119.147.11	172.16.5.226	2011-05-09 13:47:10.347294
6773	172.16.5.226	200.228.1.132	158.119.147.11	172.16.5.226	2011-05-09 13:49:20.847181
6774	172.16.5.226	200.228.1.132	158.119.147.11	172.16.5.226	2011-05-09 13:51:20.853615
6775	172.16.5.226	200.228.1.132	158.119.147.11	172.16.5.226	2011-05-09 13:52:27.437693
6776	172.16.7.128	200.228.1.132	158.119.147.11	172.16.7.128	2011-05-09 15:55:56.044488
6777	172.16.7.128	200.228.1.132	158.119.147.11	172.16.7.128	2011-05-09 15:59:39.216898
6778	146.232.194.216	146.232.65.6	158.119.147.11	tyg410703.tyg.sun.ac.za	2011-05-09 16:44:25.065848
6779	146.232.194.216	146.232.65.7	158.119.147.11	tyg410703.tyg.sun.ac.za	2011-05-10 09:00:50.799742
6780	146.232.194.216	146.232.65.7	158.119.147.11	tyg410703.tyg.sun.ac.za	2011-05-10 09:03:30.140673
6781	146.232.194.216	146.232.65.7	158.119.147.11	tyg410703.tyg.sun.ac.za	2011-05-10 09:06:41.451628
6782	146.232.194.216	146.232.65.7	158.119.147.11	tyg410703.tyg.sun.ac.za	2011-05-10 11:22:55.254328
6783	146.232.194.216	146.232.65.7	158.119.147.11	tyg410703.tyg.sun.ac.za	2011-05-10 11:29:14.90333
6784	146.232.194.216	146.232.65.7	158.119.147.11	tyg410703.tyg.sun.ac.za	2011-05-10 11:30:22.903372
6785	146.232.194.216	146.232.65.7	158.119.147.11	tyg410703.tyg.sun.ac.za	2011-05-10 11:34:00.311583
6786	194.57.162.81	158.119.147.11	cat-u871-81.lyon.inserm.fr	2011-05-11 10:11:16.344743
6787	194.57.162.81	158.119.147.11	cat-u871-81.lyon.inserm.fr	2011-05-11 10:13:51.209974
6788	194.57.162.81	158.119.147.11	cat-u871-81.lyon.inserm.fr	2011-05-11 10:14:19.2791
6789	194.57.162.81	158.119.147.11	cat-u871-81.lyon.inserm.fr	2011-05-11 10:16:27.1392
6790	194.57.162.81	158.119.147.11	cat-u871-81.lyon.inserm.fr	2011-05-11 10:17:49.498876
6791	152.77.8.1	158.119.147.11	merci-chu-rec.ujf-grenoble.fr	2011-05-12 11:07:07.315494
6792	146.232.194.216	146.232.65.6	158.119.147.11	tyg410703.tyg.sun.ac.za	2011-05-12 16:08:41.208072
6793	146.232.194.216	146.232.65.6	158.119.147.11	tyg410703.tyg.sun.ac.za	2011-05-12 16:36:49.06979
6794	146.232.194.216	146.232.65.6	158.119.147.11	tyg410703.tyg.sun.ac.za	2011-05-12 16:52:48.868879
6795	146.232.194.216	146.232.65.6	158.119.147.11	tyg410703.tyg.sun.ac.za	2011-05-12 17:07:04.636683
6796	62.93.183.42	158.119.147.11	www.megalab.es	2011-05-12 17:53:32.967372
6797	62.93.183.42	158.119.147.11	www.megalab.es	2011-05-12 17:55:27.741493
6798	62.93.183.42	158.119.147.11	www.megalab.es	2011-05-12 18:15:26.314203
6799	91.205.96.19	158.119.147.11	st-19-96-205-91.2dayhost.com	2011-05-13 04:03:44.756903
6800	146.232.194.216	146.232.65.7	158.119.147.11	tyg410703.tyg.sun.ac.za	2011-05-13 14:33:51.804295
6801	146.232.194.216	146.232.65.7	158.119.147.11	tyg410703.tyg.sun.ac.za	2011-05-13 14:48:20.017818
6802	10.148.128.4	194.176.105.37	158.119.147.11	10.148.128.4	2011-05-16 09:46:35.587464
6803	10.148.128.4	194.176.105.43	158.119.147.11	10.148.128.4	2011-05-16 09:48:52.704638
6804	10.148.128.4	194.176.105.45	158.119.147.11	10.148.128.4	2011-05-16 09:49:57.553218
6805	10.148.128.4	194.176.105.57	158.119.147.11	10.148.128.4	2011-05-16 09:50:37.777798
6806	10.148.128.4	194.176.105.51	158.119.147.11	10.148.128.4	2011-05-16 09:51:47.799552
6807	10.148.128.4	194.176.105.49	158.119.147.11	10.148.128.4	2011-05-16 09:53:44.688679
6808	10.148.128.4	194.176.105.49	158.119.147.11	10.148.128.4	2011-05-16 09:54:40.174452
6809	10.148.128.4	194.176.105.43	158.119.147.11	10.148.128.4	2011-05-16 09:56:13.928519
6810	10.148.128.4	194.176.105.55	158.119.147.11	10.148.128.4	2011-05-16 09:56:55.478859
6811	10.148.128.4	194.176.105.49	158.119.147.11	10.148.128.4	2011-05-16 09:57:20.585918
6812	10.148.128.4	194.176.105.51	158.119.147.11	10.148.128.4	2011-05-16 09:57:50.032494
6813	10.148.128.4	194.176.105.35	158.119.147.11	10.148.128.4	2011-05-16 09:58:22.296576
6814	10.148.128.4	194.176.105.39	158.119.147.11	10.148.128.4	2011-05-16 09:58:59.740676
6815	10.148.128.4	194.176.105.37	158.119.147.11	10.148.128.4	2011-05-16 10:01:01.443686
6816	10.148.128.4	194.176.105.45	158.119.147.11	10.148.128.4	2011-05-16 10:02:01.001627
6817	10.148.128.4	194.176.105.41	158.119.147.11	10.148.128.4	2011-05-16 10:02:50.701901
6818	10.148.128.4	194.176.105.51	158.119.147.11	10.148.128.4	2011-05-16 10:04:00.283024
6819	10.148.128.4	194.176.105.43	158.119.147.11	10.148.128.4	2011-05-16 10:04:25.359271
6820	10.148.128.4	194.176.105.51	158.119.147.11	10.148.128.4	2011-05-16 10:04:54.762799
6821	10.148.128.4	194.176.105.51	158.119.147.11	10.148.128.4	2011-05-16 10:06:44.317464
6822	10.148.128.4	194.176.105.53	158.119.147.11	10.148.128.4	2011-05-16 10:07:17.555018
6823	10.148.128.4	194.176.105.49	158.119.147.11	10.148.128.4	2011-05-16 10:08:11.494717
6824	10.148.128.4	194.176.105.35	158.119.147.11	10.148.128.4	2011-05-16 10:09:24.661637
6825	10.148.128.4	194.176.105.43	158.119.147.11	10.148.128.4	2011-05-16 10:10:58.37755
6826	10.148.128.4	194.176.105.51	158.119.147.11	10.148.128.4	2011-05-16 10:11:37.700467
6827	10.148.128.4	194.176.105.47	158.119.147.11	10.148.128.4	2011-05-16 10:12:26.863265
6828	10.148.128.4	194.176.105.47	158.119.147.11	10.148.128.4	2011-05-16 10:13:18.26012
6829	10.148.128.4	194.176.105.37	158.119.147.11	10.148.128.4	2011-05-16 10:14:18.15021
6830	10.148.128.4	194.176.105.37	158.119.147.11	10.148.128.4	2011-05-16 10:16:48.277114
6831	10.148.128.4	194.176.105.37	158.119.147.11	10.148.128.4	2011-05-16 10:17:26.184355
6832	10.148.128.4	194.176.105.51	158.119.147.11	10.148.128.4	2011-05-16 10:18:31.981627
6833	10.148.128.4	194.176.105.35	158.119.147.11	10.148.128.4	2011-05-16 10:19:14.885993
6834	10.148.128.4	194.176.105.51	158.119.147.11	10.148.128.4	2011-05-16 10:20:37.337975
6835	10.148.128.4	194.176.105.53	158.119.147.11	10.148.128.4	2011-05-16 10:28:27.45567
6836	10.148.128.4	194.176.105.55	158.119.147.11	10.148.128.4	2011-05-16 10:29:10.050714
6837	10.148.128.4	194.176.105.47	158.119.147.11	10.148.128.4	2011-05-16 10:31:42.542995
6838	10.148.128.4	194.176.105.49	158.119.147.11	10.148.128.4	2011-05-16 10:53:48.144753
6839	10.148.128.4	194.176.105.35	158.119.147.11	10.148.128.4	2011-05-16 10:54:22.401687
6840	10.148.128.4	194.176.105.39	158.119.147.11	10.148.128.4	2011-05-16 10:54:51.327275
6841	10.148.128.4	194.176.105.35	158.119.147.11	10.148.128.4	2011-05-16 10:55:21.68091
6842	10.148.128.4	194.176.105.47	158.119.147.11	10.148.128.4	2011-05-16 10:55:53.630975
6843	10.148.128.4	194.176.105.53	158.119.147.11	10.148.128.4	2011-05-16 10:56:20.740684
6844	10.148.128.4	194.176.105.51	158.119.147.11	10.148.128.4	2011-05-16 10:56:53.757967
6845	10.148.128.4	194.176.105.45	158.119.147.11	10.148.128.4	2011-05-16 10:57:20.226911
6846	10.148.128.4	194.176.105.53	158.119.147.11	10.148.128.4	2011-05-16 10:57:53.776573
6847	10.148.128.4	194.176.105.35	158.119.147.11	10.148.128.4	2011-05-16 10:59:08.848288
6848	10.148.128.4	194.176.105.37	158.119.147.11	10.148.128.4	2011-05-16 10:59:46.960393
6849	10.148.128.4	194.176.105.51	158.119.147.11	10.148.128.4	2011-05-16 11:00:13.393693
6850	10.148.128.4	194.176.105.37	158.119.147.11	10.148.128.4	2011-05-16 11:01:11.198884
6851	10.148.128.4	194.176.105.39	158.119.147.11	10.148.128.4	2011-05-16 11:01:39.133284
6852	10.148.128.4	194.176.105.53	158.119.147.11	10.148.128.4	2011-05-16 11:02:11.345603
6853	10.148.128.4	194.176.105.43	158.119.147.11	10.148.128.4	2011-05-16 11:02:36.234967
6854	10.148.128.4	194.176.105.41	158.119.147.11	10.148.128.4	2011-05-16 11:03:12.93044
6855	10.148.128.4	194.176.105.53	158.119.147.11	10.148.128.4	2011-05-16 11:03:39.485364
6856	10.148.128.4	194.176.105.53	158.119.147.11	10.148.128.4	2011-05-16 11:04:10.172324
6857	10.148.128.4	194.176.105.53	158.119.147.11	10.148.128.4	2011-05-16 11:04:37.874312
6858	10.148.128.4	194.176.105.49	158.119.147.11	10.148.128.4	2011-05-16 11:05:16.68666
6859	10.148.128.4	194.176.105.35	158.119.147.11	10.148.128.4	2011-05-16 11:29:47.582399
6860	115.249.72.242	158.119.147.11	115.249.72.242	2011-05-17 08:04:26.025952
6861	124.124.235.58	158.119.147.11	124.124.235.58	2011-05-17 10:40:32.456364
6862	145.250.209.1	158.119.147.11	fwext1.uhbs.ch	2011-05-18 16:53:47.221489
6863	145.250.209.1	158.119.147.11	fwext1.uhbs.ch	2011-05-18 16:56:22.132941
6864	145.250.209.1	158.119.147.11	fwext1.uhbs.ch	2011-05-18 16:57:25.154671
6865	145.250.209.1	158.119.147.11	fwext1.uhbs.ch	2011-05-18 17:02:07.076947
6866	145.250.209.1	158.119.147.11	fwext1.uhbs.ch	2011-05-18 17:05:39.44169
6867	145.250.209.1	158.119.147.11	fwext1.uhbs.ch	2011-05-18 17:06:00.26355
6868	145.250.209.1	158.119.147.11	fwext1.uhbs.ch	2011-05-18 17:07:19.789713
6869	145.250.209.1	158.119.147.11	fwext1.uhbs.ch	2011-05-18 17:07:53.27629
6870	145.250.209.1	158.119.147.11	fwext1.uhbs.ch	2011-05-18 17:29:24.711137
6871	38.101.148.126	158.119.147.11	38.101.148.126	2011-05-19 02:45:00.711771
6872	146.232.194.216	146.232.65.6	158.119.147.11	tyg410703.tyg.sun.ac.za	2011-05-19 07:46:10.479003
6873	146.232.194.216	146.232.65.6	158.119.147.11	tyg410703.tyg.sun.ac.za	2011-05-19 08:20:54.519927
6874	146.232.194.216	146.232.65.6	158.119.147.11	tyg410703.tyg.sun.ac.za	2011-05-19 08:55:18.846987
6875	146.232.194.216	146.232.65.6	158.119.147.11	tyg410703.tyg.sun.ac.za	2011-05-19 10:52:42.401968
6876	173.193.219.168	158.119.147.11	173.193.219.168-static.reverse.softlayer.com	2011-05-20 06:36:02.844038
6877	140.112.133.64	158.119.147.11	shihh.mc.ntu.edu.tw	2011-05-20 09:01:17.091518
6878	173.193.219.168	158.119.147.11	173.193.219.168-static.reverse.softlayer.com	2011-05-21 08:22:51.287636
6879	41.214.222.163	158.119.147.11	41.214.222.163	2011-05-22 16:16:02.330851
6880	41.214.222.163	158.119.147.11	41.214.222.163	2011-05-22 16:17:54.266066
6881	147.8.66.3	158.119.147.11	147.8.66.3	2011-05-24 05:13:03.659332
6882	147.8.66.3	158.119.147.11	147.8.66.3	2011-05-24 05:37:20.862777
6883	147.8.66.3	158.119.147.11	147.8.66.3	2011-05-24 05:40:14.549607
6884	147.8.66.3	158.119.147.11	147.8.66.3	2011-05-24 05:44:58.525546
6885	147.8.66.3	158.119.147.11	147.8.66.3	2011-05-24 05:45:33.403442
6886	147.8.66.3	158.119.147.11	147.8.66.3	2011-05-24 05:46:01.138263
6887	147.8.66.3	158.119.147.11	147.8.66.3	2011-05-24 05:46:22.514048
6888	147.8.66.3	158.119.147.11	147.8.66.3	2011-05-24 05:46:41.757209
6889	115.241.249.199	158.119.147.11	115.241.249.199	2011-05-25 09:36:34.453661
6890	115.241.249.199	158.119.147.11	115.241.249.199	2011-05-25 09:37:38.19438
6891	10.148.128.4	194.176.105.47	158.119.147.11	10.148.128.4	2011-05-25 09:42:27.09048
6892	10.148.128.4	194.176.105.35	158.119.147.11	10.148.128.4	2011-05-25 09:44:32.709741
6893	10.148.128.4	194.176.105.43	158.119.147.11	10.148.128.4	2011-05-25 09:44:58.118198
6894	10.148.128.4	194.176.105.45	158.119.147.11	10.148.128.4	2011-05-25 09:45:14.367081
6895	10.148.128.4	194.176.105.37	158.119.147.11	10.148.128.4	2011-05-25 09:45:55.670531
6896	10.148.128.4	194.176.105.41	158.119.147.11	10.148.128.4	2011-05-25 09:46:16.152148
6897	10.148.128.4	194.176.105.57	158.119.147.11	10.148.128.4	2011-05-25 09:47:23.816754
6898	10.148.128.4	194.176.105.47	158.119.147.11	10.148.128.4	2011-05-25 09:48:30.299477
6899	10.148.128.4	194.176.105.45	158.119.147.11	10.148.128.4	2011-05-25 09:49:33.96934
6900	10.148.128.4	194.176.105.39	158.119.147.11	10.148.128.4	2011-05-25 09:51:21.545172
6901	10.148.128.4	194.176.105.51	158.119.147.11	10.148.128.4	2011-05-25 09:53:31.615787
6902	10.148.128.4	194.176.105.35	158.119.147.11	10.148.128.4	2011-05-25 09:55:07.378633
6903	10.148.128.4	194.176.105.57	158.119.147.11	10.148.128.4	2011-05-25 09:56:07.943152
6904	10.148.128.4	194.176.105.51	158.119.147.11	10.148.128.4	2011-05-25 09:57:16.649258
6905	10.148.128.4	194.176.105.45	158.119.147.11	10.148.128.4	2011-05-25 09:57:33.955373
6906	10.148.128.4	194.176.105.49	158.119.147.11	10.148.128.4	2011-05-25 09:58:20.74227
6907	10.148.128.4	194.176.105.49	158.119.147.11	10.148.128.4	2011-05-25 09:59:01.643238
